图片名称,内容
1749369031.jpg,6. highest-grossing movie Vocabulary learning strategies
1749369031.jpg,1) action movies
1749369031.jpg,2) horror movies
1749369031.jpg,3)comedies
1749369031.jpg,4) historical movies
1749369031.jpg,5) character
1749369031.jpg,6) scene
1749369032.jpg,Translation
1749369032.jpg,"1)去年，中国繁荣的电影市场票房增长了近50%,预计明年将 会超过北美市场成为世界第一大电影市场。"
1749369032.jpg,2)好莱坞是电影制片公司的发祥地。这些电影制片公司对美国 在电影业的公众形象起着至关重要的作用。
1749369032.jpg,"3)21世纪的第一个十年里,电影业和技术产业发生了巨大变 化,更多的变化即将到来。"
1749369032.jpg,"4)寒暑假期间,你会发现这家电影院有多种电影可供选择。"
1749369032.jpg,"1) For most American movie studios, Chinese audience's spending power is too great to ignore"
1749369032.jpg,"2) In recent years, thanks to the rapid development of economy and the country's support of the culture industry, China's movie industry is booming."
1749369032.jpg,"3) Originated in 1993 and held between April and May each year, Beijing College Student Film Festival is one of the influential movie festivals in China"
1749369032.jpg,"4) Mo Yan, the first Chinese winner of the Nobel Prize in Literature, has several of his novels adapted into movies and TV works. iAssess 5-7 Unit test Vocabulary and structure"
1749369032.jpg,1) A
1749369032.jpg,2) A
1749369032.jpg,3)B
1749369032.jpg,4) C
1749369032.jpg,5)D
1749369032.jpg,1. obsessed
1749369032.jpg,2. counterpart
1749369032.jpg,3. convey
1749369032.jpg,4. release
1749369032.jpg,5. Exposure Banked cloze
1749369033.jpg,1) D
1749369033.jpg,2)A
1749369033.jpg,3)F
1749369033.jpg,4) E
1749369033.jpg,5) I
1749369033.jpg,6)C
1749369033.jpg,7) G Reading comprehension
1749369033.jpg,1) C
1749369033.jpg,2) A
1749369033.jpg,3)B
1749369033.jpg,4) C
1749369033.jpg,5)B Translation
1749369033.jpg,"1) After you have watched this movie, tell it in your own words."
1749369033.jpg,"2) The Beijing College Student Film Festival, held in April or May every year, is one of the biggest film festivals in China."
1749369033.jpg,"3) With the advent of the projector in 1895, motion pictures became an important form of mass consumption."
1749369033.jpg,"1)那时候的电影里总是老套的情节：男拖拉机手和女拖拉机手 相遇,继而相爱,终而肩并肩开拖拉机。"
1749369033.jpg,"2)男男女女、老老少少都汇集到公园里,那里树木葱郁,鲜花 盛开,草地青青,鸟儿歌唱,笑声阵阵。"
1749369078.jpg,Unit 6 Pursue your dream iExplore 1 6-2 iExplore 1: Reading Viewing
1749369078.jpg,1) passed away
1749369078.jpg,2) last long
1749369078.jpg,3) the darkest period
1749369078.jpg,4) get through it
1749369078.jpg,5) her writing
1749369078.jpg,6) strength
1749369078.jpg,7) a guide
1749369078.jpg,8) great stories
1749369078.jpg,"1) I am deeply impressed by Rowling's experience. Before she became one of the most successful writers in the world, she went through the darkest period of her life. She lost her beloved mom and got divorced. However, she never gave up and persevered in her attempts to be a good mother and to tell great stories. The hardship in her life motivated her to reach her full potential and she finally succeeded. Rowling's experience is very inspiring. I thought J. K. Rowling must have been a genius and she succeeded simply because of her talent for writing. After watching the video clip, I realize that she has succeeded because she has managed to overcome hardships and failures in her life. No one can achieve one's dream in an easy way."
1749369078.jpg,"2) As far as I'm concerned, hardship in life indeed motivates people to try harder and to do better. I totally agree with the conclusion in the video clip that ""In life, it is not what happens to us that matters, but rather how we choose to interpret what happens, and therefore who we become as a result."" Hardship might sound frustrating, but those blows and setbacks provide you with the strength to deal with the ups and downs in life. Successful people are those who persevere and never give up. It is clearly demonstrated in the video clip that the role hardship plays in one's life depends on one's attitude to it. The difference in attitudes is the fundamental reason why some people succeed while others fail. To those successful people, like Rowling, they won't"
1749369079.jpg,"give up easily when facing hardship. While to those who fail, hardship is their common excuse to stop making efforts. 6-3 iExplore 1: Building your language Words and expressions"
1749369079.jpg,1. setbacks
1749369079.jpg,2. comeback
1749369079.jpg,3. overnight
1749369079.jpg,4. inspired
1749369079.jpg,5. passion
1749369079.jpg,1) deal with
1749369079.jpg,2) do away with
1749369079.jpg,3)stands for
1749369079.jpg,4) take on
1749369079.jpg,5) have
1749369079.jpg,6) in common
1749369079.jpg,7) not necessarily Collocations
1749369079.jpg,1) presents a challenge
1749369079.jpg,2) suffered a setback
1749369079.jpg,3)achieve success
1749369079.jpg,4) suffered loss
1749369079.jpg,5) achieved
1749369079.jpg,6)target
1749369079.jpg,7) achieve
1749369079.jpg,8)goal
1749369079.jpg,"9) rise above challenges,face challenges,admit failure Vocabulary learning strategies"
1749369079.jpg,1. depressed
1749369079.jpg,2. sadness
1749369079.jpg,3. discouraged
1749369079.jpg,4. disappointment
1749369079.jpg,5. defeated
1749369079.jpg,6. setback
1749369080.jpg,Language focus l. being able to realize their own mistakes
1749369080.jpg,2. having suffered countless setbacks and blows
1749369080.jpg,3. responding to challenges
1749369080.jpg,4. Being rejected repeatedly by publishers
1749369080.jpg,5. never give up trying Banked cloze
1749369080.jpg,1) suffered
1749369080.jpg,2) setbacks
1749369080.jpg,3) defeated
1749369080.jpg,4) misfortune
1749369080.jpg,5)rejections
1749369080.jpg,6)achieved
1749369080.jpg,7) recovering iExplore 2 6-4 iExplore 2: Reading Viewing
1749369080.jpg,"1) A,B,D,E,F,H,I,J"
1749369080.jpg,"1) I am deeply impressed by the mom who went back to school and obtained her high-school diploma at 27. I am deeply touched by the pride and confidence on her face when she was sharing her definition of success with the audience. To most people graduating from high school at such an ""old"" age is nothing to be proud of. However, success doesn't just mean excellence, perfection or glory. It is also about achieving the goal you set for yourself, no matter how big or small it is. Once you achieve your goal, you are successful. You deserve a big thumbs-up and should be proud of yourself. I am deeply impressed by the lady who wants to go to law school so as to help change laws and to improve society and the world Success is not the synonym of fame, social status or wealth. Compared with personal achievement or improvement, contribution to the welfare of human beings is a great success of an individual and of the whole society."
1749369081.jpg,"2) Success is something you get after you work hard to get to it. It is not how far you get in life, but what you do to get there. Success means having great determination to achieve your dream despite the difficulties and hardships on the way. Success is keeping smiling when encountering hardships and frustrations Success is having a loving family and a healthy body. Success means being faithful to your original aspirations and forging ahead. 6-5 iExplore 2: Building your language Words and expressions"
1749369081.jpg,"1.insight,insights"
1749369081.jpg,2. encounter
1749369081.jpg,3. dedication
1749369081.jpg,4. accomplished
1749369081.jpg,5. perseverance
1749369081.jpg,6. fulfillment
1749369081.jpg,7. profound
1749369081.jpg,8.tempt
1749369081.jpg,1. lay down their arms
1749369081.jpg,2. to and fro
1749369081.jpg,3. carried out
1749369081.jpg,4. cut back on
1749369081.jpg,5. set your mind to it Collocations
1749369081.jpg,1. achieve
1749369081.jpg,2. encounter
1749369081.jpg,3.gained
1749369081.jpg,4. arouse
1749369081.jpg,5. opposition
1749369081.jpg,6. Lacking Vocabulary learning strategies l. gave me a strong sense of fulfillment
1749369081.jpg,2. set any goal
1749369082.jpg,3. need a detailed marketing plan
1749369082.jpg,4. the importance of passion and perseverance to success
1749369082.jpg,5. those who have no dreams will never accomplish anything Translation
1749369082.jpg,1)这些人都经历过事业上的挫折，有时他们的自信心也深受打 击，但是他们都成功地战胜了挑战，取得了他们未曾想到过的 更大成功。
1749369082.jpg,2)失败是生活中所不可避免的，而且很多时候正是失败让人变 得更强大，并能更好地应对困境。
1749369082.jpg,"3)结果证明,被苹果公司解雇对我来说是件大好事。由于一切 都是未知数,成功的负重感被一切从头开始的轻松感所取代。"
1749369082.jpg,"4)如果一个人有激情,那么他就有了即使面对挑战也能继续前 行的力量。"
1749369082.jpg,"1) In recent years, China's space industry has developed rapidly and made remarkable achievements."
1749369082.jpg,"2) Since the reform and opening up, China has made great achievements in terms of economy, technology and diplomacy."
1749369082.jpg,"3) Table tennis is recognized as China's national game. Over the years, Chinese table tennis players have won many honors for China."
1749369082.jpg,"4) China's success and its contribution to the human being lies not in the number of billionaires it has, but in the great improvement of ordinary people's living standards. iAssess 6-7 Unit test Vocabulary and structure"
1749369082.jpg,1) A
1749369082.jpg,2)C
1749369082.jpg,3)D
1749369082.jpg,4) A
1749369082.jpg,5)B
1749369082.jpg,1. combine with
1749369082.jpg,2. profound
1749369083.jpg,3. stands for
1749369083.jpg,4. quit
1749369083.jpg,5. do away with Banked cloze
1749369083.jpg,1) D
1749369083.jpg,2) G
1749369083.jpg,3)A
1749369083.jpg,4) B
1749369083.jpg,5) I
1749369083.jpg,6)E
1749369083.jpg,7) F Reading comprehension
1749369083.jpg,1) D
1749369083.jpg,2) A
1749369083.jpg,3)B
1749369083.jpg,4) B
1749369083.jpg,5)D Translation
1749369083.jpg,"1) As is known to all, printing is one of the four great inventions of ancient China and was introduced into Europe from China."
1749369083.jpg,2) Our foreign policy is supported by the people all over the world
1749369083.jpg,"3) The author said, ""A greater number of books on traditional Chinese culture will be published next year."" 1）他在青少年时期留下的自卑感还远远没有完全消除。"
1749369083.jpg,2)社会主义给我们带来了自由和幸福。
1749369112.jpg,"Unit 7 Tech, a blessing or a curse? iExplore 1 7-2 iExplore 1: Reading Viewing"
1749369112.jpg,1) computer mind
1749369112.jpg,2) everywhere
1749369112.jpg,3) our homes
1749369112.jpg,4) for years
1749369112.jpg,5) a human
1749369112.jpg,6) humanity
1749369112.jpg,"1) Yes. As a matter of fact, AI technology is now everywhere. Apart from Apple's Siri, another well-known mobile tech integrated with AI is Cortana (小娜), which, quite similar to Siri, can set reminders, recognize natural voices, and answer questions using information from the Bing search engine. Another example of AI is computer- aided translation like Google Translate 7-3 iExplore 1: Building your language Words and expressions"
1749369112.jpg,1. intuition
1749369112.jpg,2. artificial
1749369112.jpg,"3. observation,observations"
1749369112.jpg,4. conquer
1749369112.jpg,5. fascinated
1749369112.jpg,6. tragedy
1749369112.jpg,7. resist
1749369112.jpg,1. contributes to
1749369112.jpg,2. referred to as
1749369112.jpg,3. in short
1749369112.jpg,4. come up with
1749369112.jpg,5. look forward to
1749369112.jpg,6. are supposed to be Collocations
1749369112.jpg,1) come about
1749369113.jpg,2) conquer the fear
1749369113.jpg,3) look for 4）)looking into 5）)resist the temptation
1749369113.jpg,6) conquer
1749369113.jpg,7) problem Vocabulary learning strategies
1749369113.jpg,1) A
1749369113.jpg,2) B
1749369113.jpg,3)B
1749369113.jpg,4) A
1749369113.jpg,5) A
1749369113.jpg,6)B
1749369113.jpg,7) B
1749369113.jpg,8) A
1749369113.jpg,9) A
1749369113.jpg,10) B
1749369113.jpg,1. anti-rust
1749369113.jpg,2. anti-nuclear
1749369113.jpg,3. anti-virus
1749369113.jpg,4. anti-theft
1749369113.jpg,5. anti-cancer Language focus
1749369113.jpg,"1. The scientists studying the nature of sleep,The scientists who studied the nature of sleep"
1749369113.jpg,2. many jobs now done by humans
1749369113.jpg,3. Some cars of the future
1749369113.jpg,4. in the years to come S. that are obvious and visible
1749369113.jpg,6. the major groups of animals alive today Banked cloze
1749369113.jpg,1) defeated
1749369113.jpg,2) intuition
1749369113.jpg,3) referred
1749369114.jpg,4) admit
1749369114.jpg,5) transforming
1749369114.jpg,6) match
1749369114.jpg,7) barriers iExplore 2 7-4 iExplore 2: Reading Viewing
1749369114.jpg,1) better
1749369114.jpg,2) smarter
1749369114.jpg,3) higher
1749369114.jpg,4) efficient
1749369114.jpg,5) informed
1749369114.jpg,6) powerful
1749369114.jpg,7) smoother
1749369114.jpg,8) safer
1749369114.jpg,"1) The main idea of this video clip is that technology makes life more beautiful. This is true. Technology has enormously facilitated people's lives. As the speaker notes, technology makes cities beter, transport systems smarter, productivity higher, learning more powerful, social networks closer and in almost every realm of human activities, technology is at work. Yet perhaps even more fascinating is that technology itself is constantly evolving in the same way technology changes people's lives for the better. This is another aspect of technology's beauty. 7-5 iExplore 2: Building your language Words and expressions"
1749369114.jpg,1. hail
1749369114.jpg,2. popularized
1749369114.jpg,3. shift
1749369114.jpg,4. generate
1749369114.jpg,5. innovative
1749369114.jpg,6. impacts
1749369114.jpg,1. have a say in
1749369115.jpg,2. turn to
1749369115.jpg,3.pointed to
1749369115.jpg,4. working on
1749369115.jpg,5. open up
1749369115.jpg,6. making use of Collocations l.work out
1749369115.jpg,"2. work on,work at"
1749369115.jpg,3. turn off
1749369115.jpg,4. take off
1749369115.jpg,5. turned up
1749369115.jpg,6. took up Vocabulary learning strategies
1749369115.jpg,1. stuffing
1749369115.jpg,2. disadvantaged
1749369115.jpg,3.starred
1749369115.jpg,"4. fuelled,fueled"
1749369115.jpg,5. addressed
1749369115.jpg,6. rival Translation 1）由谷歌的人工智能研究员开发的围棋电脑程序阿尔法围棋 (AlphaGo），以五局四胜的成绩赢了世界顶级围棋选手之一 的李世石。
1749369115.jpg,2)每天有成百上千的科技论文发表，这使得我们难以跟上任何 科学领域的最新发展。
1749369115.jpg,"3)据报道,研究人员已经开发出一款计算机程序。该程序可以 帮助他们了解相关领域最新的文献。"
1749369115.jpg,4)人们希望到2040年，全世界在道路上行驶的车辆有75%是 无人驾驶汽车。
1749369115.jpg,1) China has gained worldwide recognition for its achievements in high-speed trains.
1749369115.jpg,2) China is referred to as one of the world's largest mobile payment markets.
1749369116.jpg,"3) To increase working efficiency, many Chinese express-delivery companies have come up with the idea of using drones to deliver products."
1749369116.jpg,"4) In recent years, shared bicycles are getting popularized in China, which greatly facilitate people's lives. iAssess 7-7 Unit test Vocabulary and structure"
1749369116.jpg,1) A
1749369116.jpg,2) A
1749369116.jpg,3)C
1749369116.jpg,4) C
1749369116.jpg,5)D
1749369116.jpg,1. fascinated
1749369116.jpg,2. conquer
1749369116.jpg,3. supposed to
1749369116.jpg,4. innovative
1749369116.jpg,5. opened up Banked cloze
1749369116.jpg,1) D
1749369116.jpg,2) A
1749369116.jpg,3)F
1749369116.jpg,4) E
1749369116.jpg,5) I
1749369116.jpg,6)C
1749369116.jpg,7) G Reading comprehension
1749369116.jpg,1) D
1749369116.jpg,2)B
1749369116.jpg,3)B
1749369116.jpg,4) D
1749369116.jpg,5)B
1749369117.jpg,Translation
1749369117.jpg,1) It is reported that mobile payments are popular in both Chinese urban and rural areas.
1749369117.jpg,2) It is believed that the Internet is bringing China into a brand-new era.
1749369117.jpg,"3) It is reported that many Chinese express companies will deliver goods by drones. 1）据报道,这场雨将持续一周。"
1749369117.jpg,2)人们认为人类与人工智能之间的关系不是竞争而是合作。
1749369149.jpg,Unit 8 For a better planet iExplore 1 8-2 iExplore 1: Reading Viewing
1749369149.jpg,"1) Seven hundred and fifty million,750,000,000,750000000"
1749369149.jpg,"2) One-third,One third,1/3"
1749369149.jpg,"3) One billion,1,000,000,000,1000000000"
1749369149.jpg,"4) eight hundred and forty thousand,840,000,840000"
1749369149.jpg,5) clean water
1749369149.jpg,6) solutions
1749369149.jpg,7) healthy habits
1749369149.jpg,8) human health
1749369149.jpg,"1) Yes, water crisis is a serious problem in China. The water resources are just 27 percent of the global average and are unevenly distributed, with northern parts of the country deficient in water. The areas south of the Yangtze River, which account for about 37 percent of the country's total territory, have 81 percent of its total water resources. However, the areas north of the Yangtze, which make up about 63 percent of China, possess only 19 percent of its total water resources. But the good news is that China is making efforts to conserve its water resources and to address its current water challenges 8-3 iExplore 1: Building your language Words and expressions"
1749369149.jpg,1. sustainable
1749369149.jpg,2. conservation
1749369149.jpg,3. solar
1749369149.jpg,4. ambitious
1749369149.jpg,5. promote
1749369149.jpg,6.motivation
1749369149.jpg,7. prevention
1749369149.jpg,1) is
1749369149.jpg,2) prone to
1749369150.jpg,3) It goes without saying that
1749369150.jpg,4) playing a role in
1749369150.jpg,5)On the whole
1749369150.jpg,6) to a certain degree Collocations
1749369150.jpg,"1) address the meeting,address the audience"
1749369150.jpg,2) energy policy
1749369150.jpg,"3) addresses,has addressed,addressed"
1749369150.jpg,"4) problem,problems"
1749369150.jpg,5) meet
1749369150.jpg,6)goal
1749369150.jpg,"7) meet the demand,meet the need"
1749369150.jpg,8) energy resource Vocabulary learning strategies
1749369150.jpg,1) computerize
1749369150.jpg,2) industrialization
1749369150.jpg,3) beautify
1749369150.jpg,4) capital
1749369150.jpg,5) characterization
1749369150.jpg,6) conservation
1749369150.jpg,7) restore
1749369150.jpg,1) C
1749369150.jpg,2)E
1749369150.jpg,3) A
1749369150.jpg,4) G
1749369150.jpg,5) D
1749369150.jpg,6)B
1749369150.jpg,7) F Language focus
1749369150.jpg,1. of which
1749369150.jpg,2. of whom
1749369150.jpg,3. of which
1749369150.jpg,4. in which
1749369150.jpg,5. of whom
1749369151.jpg,Banked cloze
1749369151.jpg,1) witnessed
1749369151.jpg,2) ambitious
1749369151.jpg,3) commitments
1749369151.jpg,4) innovation
1749369151.jpg,5)sustainable
1749369151.jpg,6) burden
1749369151.jpg,7) recognition iExplore 2 8-4 iExplore 2: Reading Viewing
1749369151.jpg,1) plant growth
1749369151.jpg,2) land and sea animals
1749369151.jpg,3)accidents
1749369151.jpg,4) our health
1749369151.jpg,5) sleep cycles
1749369151.jpg,"1) With the development of urbanization, the issue of light pollution is becoming increasingly prominent. This is especially the case in large cities like Beijing, Shanghai and Guangzhou where you can hardly experience a natural night with so many lights on."
1749369151.jpg,"2) It is undeniable that artificial lights bring us a lot of convenience. For example, we can have a better view at night, and many landmarks are beautifully illuminated. However, helpful as artificial lights are, they can be troublesome if not used in a rational way. For instance, an excessive amount of artificial lights may cause sleep troubles, leading to health problems. 8-5 iExplore 2: Building your language Words and expressions l. exterior"
1749369151.jpg,2. disrupt
1749369151.jpg,3. delicate
1749369151.jpg,4. measurable
1749369151.jpg,5. restore
1749369152.jpg,6. combat
1749369152.jpg,1) has a
1749369152.jpg,2) effect on
1749369152.jpg,3) linking
1749369152.jpg,4) to
1749369152.jpg,5) took action
1749369152.jpg,6) make up
1749369152.jpg,7) is aware of Collocations
1749369152.jpg,"1) international concern,deep concern,growing concern"
1749369152.jpg,"2) positive effects,direct effects"
1749369152.jpg,3) negative effects
1749369152.jpg,"4) show,express"
1749369152.jpg,4) concern
1749369152.jpg,"6) deep concern,growing concern Vocabulary learning strategies 1）人口过剩"
1749369152.jpg,2)过于自信的 3）超支
1749369152.jpg,4)变得过热;（使)过热
1749369152.jpg,5)高估
1749369152.jpg,6)过度生产 )多收（某人的)钱
1749369152.jpg,1. Overpopulation
1749369152.jpg,2. overproducing
1749369152.jpg,3. overestimated
1749369152.jpg,4. overspent
1749369152.jpg,5. overconfident Translation 1）日益智能化的城市规划以及低碳省市的建设已经帮助降低人 们对私家车和能源的需求。
1749369153.jpg,2)这种光及其用电都被浪费了，因为光被投射到空中，而不是 照到人们想要照亮的实际物体和区域上。
1749369153.jpg,3)环境污染问题不是通过短期努力所能够解决的。
1749369153.jpg,4)气候变化，尤其是全球变暖，已引发全球关注。它可能比其 他任何环境问题都引发了更多的争论。
1749369153.jpg,1) China is accelerating the process of building an environmentally- friendly society.
1749369153.jpg,"2) To attain sustainable development, China is stepping up in addressing the issue of smog."
1749369153.jpg,"3) China has been committed to reducing carbon emissions, which has received global recognition."
1749369153.jpg,"4) In order to make full use of renewables, the Chinese government is speeding up high-tech research and development. iAssess 8-7 Unit test Vocabulary and structure"
1749369153.jpg,1) A
1749369153.jpg,2) A
1749369153.jpg,3)C
1749369153.jpg,4) C
1749369153.jpg,5)D
1749369153.jpg,1. ambitious
1749369153.jpg,2. prone to
1749369153.jpg,3. Intangible
1749369153.jpg,4. delicate
1749369153.jpg,5. side effects Banked cloze
1749369153.jpg,1) A
1749369153.jpg,2) D
1749369153.jpg,3)E
1749369153.jpg,4) F
1749369153.jpg,5) I
1749369153.jpg,6)0
1749369154.jpg,7)G Reading comprehension
1749369154.jpg,1) A
1749369154.jpg,2) C
1749369154.jpg,3)D
1749369154.jpg,4) D
1749369154.jpg,5)B Translation
1749369154.jpg,1) The hurt and pain caused by environmental pollution were more than people could bear.
1749369154.jpg,2) The beauty of Guilin mountain and water is more than words can describe.
1749369154.jpg,3) We were more than glad to see the results of environmental governance.
1749369154.jpg,1)她是如何在恶劣的环境下生活的，我们不得而知。
1749369154.jpg,2)这个学生变得非常无礼，到了他老师都不能忍受的地步。
